,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
27472,TPC-DI,prospect_vertical_70_ac4_ev,Joinable,62,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Gender', 'MiddleInitial', 'Employer', 'State', 'Age', 'AddressLine2', 'OwnOrRentFlag', 'Income', 'City', 'NumberCars', 'NumberCreditCards', 'NetWorth', 'MaritalStatus', 'FirstName', 'LastName', 'AddressLine1', 'PostalCode']","['prospect_AgID', 'prospect_FirN', 'prospect_NWor', 'prospect_Ph', 'prospect_In', 'prospect_AddL2', 'prospect_Emp', 'prospect_CrRat', 'prospect_Ci', 'prospect_A', 'prospect_St', 'prospect_MidInit', 'prospect_Ge', 'prospect_NumCreCar', 'prospect_NuCa', 'prospect_MaSta', 'prospect_NumChil', 'prospect_OORFl', 'prospect_Coun']",0.64,0.47,1.0,N4
27479,TPC-DI,prospect_both_50_1_ac4_ev,Joinable,62,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgeID', 'prospect_Pho', 'prospect_NWo', 'prospect_Inc', 'prospect_Em', 'prospect_CreRat', 'prospect_A', 'prospect_NumCreCa', 'prospect_NumChi', 'prospect_NumC', 'prospect_MarSta', 'prospect_OwOReF']",0.0,0.0,0.0,N4
27483,TPC-DI,prospect_vertical_1_ec_ev,Joinable,62,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.33,1.0,0.2,N0
27490,TPC-DI,prospect_vertical_30_ac2_ev,Joinable,62,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]","['AgencyID', 'CreditRating', 'NumberCreditCards', 'NumberChildren', 'FirstName', 'MaritalStatus', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State']","['AgeID', 'FiN', 'NWo', 'Pho', 'Inc', 'Empl', 'CreRat', 'A', 'NuCreCa', 'NumChi', 'NuC', 'MariSta', 'OwORF', 'Co']",0.36,0.33,0.4,N2
27507,TPC-DI,prospect_vertical_30_ac3_ev,Joinable,62,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'AddressLine1', 'NumberCars', 'OwnOrRentFlag', 'Gender', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone']","['gncd', 'lstnm', 'ntwrth', 'ncm', 'ddrssln1', 'mplr', 'crdtrtng', 'g', 'gndr', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg']",0.0,0.0,0.0,N3
27511,TPC-DI,prospect_both_50_1_ec_ev,Joinable,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",0.5,1.0,0.33,N0
27533,TPC-DI,prospect_both_50_1_ac1_ev,Joinable,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgencyID', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_NumberCars', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",0.0,0.0,0.0,N1
27539,TPC-DI,prospect_both_50_30_ac3_ev,Joinable,63,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'MaritalStatus', 'NumberChildren', 'Age', 'AddressLine2', 'NetWorth', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'PostalCode', 'City', 'State']","['gncd', 'phn', 'ntwrth', 'ncm', 'ddrssln2', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg', 'cntr']",0.29,0.17,1.0,N3
27544,TPC-DI,prospect_vertical_50_ac4_ev,Joinable,63,"[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Country', 'Age', 'Gender', 'Phone', 'Employer', 'State', 'NumberCreditCards', 'MiddleInitial', 'MaritalStatus', 'NumberCars', 'LastName', 'FirstName', 'AddressLine1', 'AddressLine2', 'PostalCode']","['prospect_AgID', 'prospect_Pho', 'prospect_NWo', 'prospect_Inc', 'prospect_Em', 'prospect_CrRa', 'prospect_Ci', 'prospect_Ag', 'prospect_Sta', 'prospect_MiInit', 'prospect_Ge', 'prospect_NumCrCar', 'prospect_NumChi', 'prospect_NuCa', 'prospect_MarSt', 'prospect_OORF', 'prospect_Coun']",0.0,0.0,0.0,N4
27546,TPC-DI,prospect_vertical_1_ac2_ev,Joinable,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgeID', 'NWor', 'Pho', 'Inc', 'Empl', 'CreRat', 'Ag', 'NumCrCar', 'NumCh', 'NuCa', 'MaSta', 'OwOReFl']",0.0,0.0,0.0,N2
27555,TPC-DI,prospect_vertical_30_ac4_ev,Joinable,63,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Employer', 'CreditRating', 'PostalCode', 'FirstName', 'AddressLine2', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'City', 'State', 'Country', 'Phone']","['prospect_AgeID', 'prospect_FirN', 'prospect_NWor', 'prospect_In', 'prospect_PoCo', 'prospect_AdLi2', 'prospect_Em', 'prospect_CrRat', 'prospect_Ag', 'prospect_NumCrCar', 'prospect_NuChil', 'prospect_NumC', 'prospect_MarSta', 'prospect_OwOReF']",0.0,0.0,0.0,N4
27573,TPC-DI,prospect_vertical_50_ac3_ev,Joinable,63,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Country', 'NetWorth', 'AddressLine2', 'Phone', 'Employer', 'Income', 'NumberCreditCards', 'MiddleInitial', 'OwnOrRentFlag', 'FirstName', 'LastName', 'Gender', 'AddressLine1', 'PostalCode', 'City']","['gncd', 'frstnm', 'phn', 'ntwrth', 'ncm', 'ddrssln2', 'mplr', 'crdtrtng', 'g', 'stt', 'mddlntl', 'nmbrcrdtcrds', 'nmbrcrs', 'nmbrchldrn', 'mrtlstts', 'wnrrntflg', 'cntr']",0.17,0.09,1.0,N3
27583,TPC-DI,prospect_both_50_30_ec_ev,Joinable,63,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0]","['AgencyID', 'Phone', 'CreditRating', 'FirstName', 'Age', 'OwnOrRentFlag', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State']","['AgencyID', 'FirstName', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",0.92,1.0,0.86,N0
27587,TPC-DI,prospect_both_50_70_ac1_ev,Joinable,63,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]","['AgencyID', 'Gender', 'FirstName', 'OwnOrRentFlag', 'Phone', 'Employer', 'MiddleInitial', 'CreditRating', 'PostalCode', 'NumberCars', 'AddressLine1', 'Age', 'AddressLine2', 'Country', 'MaritalStatus', 'LastName', 'City', 'State']","['prospect_AgencyID', 'prospect_FirstName', 'prospect_Phone', 'prospect_PostalCode', 'prospect_NetWorth', 'prospect_Income', 'prospect_AddressLine1', 'prospect_AddressLine2', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_MiddleInitial', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_Country', 'prospect_OwnOrRentFlag']",0.52,0.4,0.75,N1
27596,TPC-DI,prospect_both_50_70_ac4_ev,Joinable,63,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'MaritalStatus', 'NumberChildren', 'Phone', 'State', 'Income', 'NetWorth', 'Gender', 'FirstName', 'CreditRating', 'Employer', 'City', 'MiddleInitial', 'PostalCode', 'Age', 'LastName', 'AddressLine1', 'AddressLine2']","['prospect_AgeID', 'prospect_FiNa', 'prospect_Ph', 'prospect_In', 'prospect_PosCo', 'prospect_NeWo', 'prospect_Emp', 'prospect_CreRa', 'prospect_Ci', 'prospect_Ag', 'prospect_Sta', 'prospect_MiInit', 'prospect_Ge', 'prospect_NumCrCa', 'prospect_NumC', 'prospect_NumChil', 'prospect_MaSta', 'prospect_OOReF', 'prospect_Co']",0.0,0.0,0.0,N4
27619,TPC-DI,prospect_both_50_30_ac2_ev,Joinable,63,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","['AgencyID', 'Age', 'NumberChildren', 'PostalCode', 'Country', 'MaritalStatus', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'City', 'State']","['AgeID', 'Pho', 'NWo', 'Inc', 'PoCo', 'Em', 'CreRat', 'A', 'NuCreCa', 'NuC', 'NuChi', 'MariSta', 'OwORF', 'Co']",0.6,0.5,0.75,N2
27632,TPC-DI,prospect_both_50_50_ac3_ev,Joinable,63,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'MaritalStatus', 'Age', 'Income', 'CreditRating', 'AddressLine1', 'Phone', 'Gender', 'NumberChildren', 'City', 'Country', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine2', 'PostalCode']","['gncd', 'ntwrth', 'phn', 'ncm', 'ddrssln1', 'mplr', 'crdtrtng', 'ct', 'g', 'stt', 'gndr', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg', 'cntr']",0.31,0.18,1.0,N3
27667,TPC-DI,prospect_vertical_50_ec_ev,Joinable,63,"[1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","['AgencyID', 'FirstName', 'Age', 'MiddleInitial', 'MaritalStatus', 'NumberCreditCards', 'NumberChildren', 'OwnOrRentFlag', 'LastName', 'CreditRating', 'NumberCars', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City']","['AgencyID', 'LastName', 'FirstName', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'State', 'MiddleInitial', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",0.92,1.0,0.85,N0
27668,TPC-DI,prospect_vertical_30_ac5_ev,Joinable,63,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'CreditRating', 'NumberCars', 'Income', 'City', 'AddressLine2', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'PostalCode', 'State', 'Country']","['prospect_gncd', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_ddrssln2', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_wnrrntflg']",0.0,0.0,0.0,N5
27677,TPC-DI,prospect_both_50_70_ac5_ev,Joinable,63,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'FirstName', 'NetWorth', 'Employer', 'NumberCreditCards', 'LastName', 'AddressLine2', 'MaritalStatus', 'Gender', 'Phone', 'NumberChildren', 'Age', 'City', 'Country', 'NumberCars', 'MiddleInitial', 'AddressLine1', 'PostalCode']","['prospect_gncd', 'prospect_lstnm', 'prospect_frstnm', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_ddrssln2', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_stt', 'prospect_gndr', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg', 'prospect_cntr']",0.0,0.0,0.0,N5
27678,TPC-DI,prospect_both_50_70_ac3_ev,Joinable,63,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'CreditRating', 'City', 'Gender', 'PostalCode', 'Phone', 'NumberChildren', 'OwnOrRentFlag', 'Income', 'AddressLine1', 'LastName', 'MiddleInitial', 'Employer', 'Country', 'NetWorth', 'FirstName', 'AddressLine2', 'State']","['gncd', 'lstnm', 'phn', 'ntwrth', 'pstlcd', 'ncm', 'ddrssln1', 'mplr', 'crdtrtng', 'ct', 'g', 'mddlntl', 'gndr', 'nmbrcrdtcrds', 'nmbrcrs', 'nmbrchldrn', 'mrtlstts', 'wnrrntflg', 'cntr']",0.42,0.27,1.0,N3
27683,TPC-DI,prospect_both_50_50_ac2_ev,Joinable,63,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['AgencyID', 'Country', 'NumberCars', 'LastName', 'NumberCreditCards', 'AddressLine1', 'FirstName', 'Gender', 'CreditRating', 'OwnOrRentFlag', 'Income', 'MiddleInitial', 'AddressLine2', 'PostalCode', 'City', 'State']","['AgeID', 'LN', 'FirN', 'Ph', 'Inc', 'NeWo', 'AddLi1', 'Em', 'CreRa', 'A', 'Ge', 'NumCreCa', 'NumChil', 'NumC', 'MarSt', 'OwORFl', 'Coun']",0.17,0.09,1.0,N2
27685,TPC-DI,prospect_vertical_30_ac2_ev,Joinable,63,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['AgencyID', 'CreditRating', 'NumberCreditCards', 'NumberChildren', 'FirstName', 'MaritalStatus', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State']","['AgeID', 'FiN', 'NWo', 'Pho', 'Inc', 'Empl', 'CreRat', 'A', 'NuCreCa', 'NumChi', 'NuC', 'MariSta', 'OwORF', 'Co']",0.29,0.17,1.0,N2
27687,TPC-DI,prospect_both_50_70_ac2_ev,Joinable,63,"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'City', 'MiddleInitial', 'NumberCreditCards', 'AddressLine2', 'Age', 'CreditRating', 'LastName', 'MaritalStatus', 'Gender', 'Phone', 'OwnOrRentFlag', 'Country', 'AddressLine1', 'NumberChildren', 'FirstName', 'PostalCode', 'State']","['AgID', 'LaNa', 'Ph', 'NeWor', 'Inc', 'AddL1', 'AddL2', 'Em', 'CrRat', 'Ci', 'A', 'MiIn', 'Ge', 'NumCrCar', 'NuChi', 'NuC', 'MarSt', 'OORFl', 'Coun']",0.22,0.13,0.67,N2
27689,TPC-DI,prospect_vertical_50_ac2_ev,Joinable,63,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]","['AgencyID', 'AddressLine1', 'PostalCode', 'Income', 'FirstName', 'Phone', 'CreditRating', 'Employer', 'MaritalStatus', 'Age', 'NumberChildren', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine2', 'City']","['AgeID', 'FiN', 'NeWo', 'Pho', 'Inc', 'PoCo', 'AddLi1', 'Em', 'CreRa', 'Ag', 'St', 'NuCrCar', 'NumC', 'MarSt', 'NumChil', 'OwORF', 'Cou']",0.25,0.18,0.4,N2
27691,TPC-DI,prospect_vertical_1_ec_ev,Joinable,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag']",0.5,1.0,0.33,N0
27703,TPC-DI,prospect_both_50_1_ac3_ev,Joinable,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['gncd', 'phn', 'ntwrth', 'ncm', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg']",0.0,0.0,0.0,N3
27707,TPC-DI,prospect_vertical_70_ac4_ev,Joinable,63,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Gender', 'MiddleInitial', 'Employer', 'State', 'Age', 'AddressLine2', 'OwnOrRentFlag', 'Income', 'City', 'NumberCars', 'NumberCreditCards', 'NetWorth', 'MaritalStatus', 'FirstName', 'LastName', 'AddressLine1', 'PostalCode']","['prospect_AgID', 'prospect_FirN', 'prospect_Ph', 'prospect_NWor', 'prospect_In', 'prospect_AddL2', 'prospect_Emp', 'prospect_CrRat', 'prospect_Ci', 'prospect_A', 'prospect_St', 'prospect_MidInit', 'prospect_Ge', 'prospect_NumCreCar', 'prospect_NuCa', 'prospect_NumChil', 'prospect_MaSta', 'prospect_OORFl', 'prospect_Coun']",0.24,0.13,1.0,N4
27709,TPC-DI,prospect_vertical_1_ac4_ev,Joinable,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgID', 'prospect_NWor', 'prospect_Ph', 'prospect_In', 'prospect_Empl', 'prospect_CreRa', 'prospect_Ag', 'prospect_NuCreCar', 'prospect_NuCh', 'prospect_NuCa', 'prospect_MariSta', 'prospect_OwOReFl']",0.0,0.0,0.0,N4
27711,TPC-DI,prospect_vertical_30_ac1_ev,Joinable,63,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['AgencyID', 'Country', 'AddressLine1', 'OwnOrRentFlag', 'MaritalStatus', 'Gender', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine2', 'PostalCode', 'City', 'State', 'Phone']","['prospect_AgencyID', 'prospect_NetWorth', 'prospect_Income', 'prospect_AddressLine1', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag', 'prospect_Country']",0.67,0.5,1.0,N1
27723,TPC-DI,prospect_both_50_30_ac5_ev,Joinable,63,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'FirstName', 'Phone', 'NumberCars', 'State', 'City', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'Country', 'Income']","['prospect_gncd', 'prospect_frstnm', 'prospect_phn', 'prospect_ntwrth', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_stt', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_wnrrntflg']",0.0,0.0,0.0,N5
27739,TPC-DI,prospect_both_50_30_ac1_ev,Joinable,63,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","['AgencyID', 'OwnOrRentFlag', 'MaritalStatus', 'CreditRating', 'Country', 'MiddleInitial', 'LastName', 'FirstName', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State']","['prospect_AgencyID', 'prospect_Phone', 'prospect_Income', 'prospect_NetWorth', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_MiddleInitial', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag', 'prospect_Country']",0.67,0.5,1.0,N1
27747,TPC-DI,prospect_both_50_1_ac4_ev,Joinable,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgeID', 'prospect_Pho', 'prospect_NWo', 'prospect_Inc', 'prospect_Em', 'prospect_CreRat', 'prospect_A', 'prospect_NumCreCa', 'prospect_NumChi', 'prospect_NumC', 'prospect_MarSta', 'prospect_OwOReF']",0.0,0.0,0.0,N4
27751,TPC-DI,prospect_both_50_50_ac4_ev,Joinable,63,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'NumberCreditCards', 'AddressLine2', 'CreditRating', 'Phone', 'Age', 'MiddleInitial', 'AddressLine1', 'State', 'NumberChildren', 'PostalCode', 'LastName', 'FirstName', 'Gender', 'City', 'Country']","['prospect_AgeID', 'prospect_NeWor', 'prospect_In', 'prospect_Pho', 'prospect_PosCo', 'prospect_AddrL1', 'prospect_AddrL2', 'prospect_Em', 'prospect_CreRat', 'prospect_A', 'prospect_St', 'prospect_MidIni', 'prospect_NuCrCa', 'prospect_NuChi', 'prospect_NumC', 'prospect_MariSta', 'prospect_OwORF']",0.17,0.09,1.0,N4
27753,TPC-DI,prospect_vertical_70_ec_ev,Joinable,63,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1]","['AgencyID', 'CreditRating', 'Employer', 'OwnOrRentFlag', 'AddressLine1', 'Phone', 'NetWorth', 'PostalCode', 'Income', 'MaritalStatus', 'Age', 'Country', 'Gender', 'State', 'NumberCreditCards', 'LastName', 'FirstName', 'MiddleInitial']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'PostalCode', 'AddressLine1', 'AddressLine2', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'Country', 'OwnOrRentFlag']",0.93,0.93,0.93,N0
